applicant_id,age,employment_type,annual_income,years_employed,cibil_score,existing_loans_count,existing_emi_monthly,requested_loan_amount,loan_tenure_months,dependents,dti_ratio,previous_default,savings_balance,approved
TRAD-001725,55,Self-Employed,378000.0,16,797,1,8500.0,1097000.0,240,3,0.415,0,540000.0,1
TRAD-001726,62,Business Owner,318000.0,5,714,1,11200.0,84000.0,240,1,0.436,0,207000.0,0
TRAD-001727,46,Salaried,1203000.0,14,732,1,6700.0,1154000.0,180,0,0.131,0,320000.0,1
TRAD-001728,40,Self-Employed,382000.0,10,545,2,17600.0,805000.0,60,1,0.974,0,330000.0,0
TRAD-001729,25,Self-Employed,971000.0,29,762,0,0.0,50000.0,84,2,0.007,0,316000.0,1
TRAD-001730,55,Business Owner,683000.0,10,727,2,20300.0,1119000.0,240,0,0.439,0,329000.0,1
TRAD-001731,60,Business Owner,532000.0,6,694,3,27900.0,1046000.0,180,0,0.76,1,353000.0,0
TRAD-001732,51,Self-Employed,637000.0,28,734,0,0.0,750000.0,180,0,0.078,0,319000.0,1
TRAD-001733,59,Self-Employed,286000.0,5,661,1,8400.0,832000.0,24,1,1.807,0,76000.0,0
TRAD-001734,58,Salaried,646000.0,27,644,2,17700.0,1005000.0,48,4,0.718,0,0.0,0
TRAD-001735,56,Business Owner,347000.0,28,677,0,0.0,1666000.0,120,2,0.48,0,550000.0,1
TRAD-001736,43,Salaried,539000.0,9,656,2,20500.0,696000.0,24,0,1.102,1,561000.0,0
TRAD-001737,25,Self-Employed,909000.0,20,900,1,6100.0,1558000.0,120,0,0.252,0,384000.0,1
TRAD-001738,21,Self-Employed,721000.0,23,787,1,12100.0,876000.0,48,0,0.505,0,382000.0,1
TRAD-001739,29,Salaried,235000.0,16,608,1,11100.0,1742000.0,84,0,1.626,0,71000.0,0
TRAD-001740,39,Salaried,888000.0,20,893,0,0.0,747000.0,240,2,0.042,0,0.0,1
TRAD-001741,53,Salaried,648000.0,3,659,0,0.0,467000.0,180,3,0.048,0,238000.0,1
TRAD-001742,41,Business Owner,498000.0,15,703,0,0.0,187000.0,48,2,0.094,0,0.0,1
TRAD-001743,22,Salaried,859000.0,15,785,2,6200.0,878000.0,120,2,0.189,0,346000.0,1
TRAD-001744,30,Salaried,603000.0,16,513,0,0.0,384000.0,12,2,0.637,0,626000.0,1
TRAD-001745,64,Self-Employed,324000.0,28,677,1,13700.0,1813000.0,120,1,1.067,0,146000.0,0
TRAD-001746,64,Salaried,1167000.0,24,646,1,14700.0,334000.0,24,4,0.294,1,160000.0,0
TRAD-001747,37,Business Owner,645000.0,18,719,2,9300.0,451000.0,240,3,0.208,0,49000.0,1
TRAD-001748,56,Salaried,627000.0,12,735,5,60700.0,1278000.0,36,4,1.841,0,311000.0,0
TRAD-001749,52,Salaried,537000.0,12,693,1,9300.0,1671000.0,120,0,0.519,0,292000.0,0
TRAD-001750,61,Salaried,980000.0,0,688,2,0.0,1375000.0,84,2,0.2,0,45000.0,1
TRAD-001751,60,Salaried,503000.0,16,801,0,0.0,1588000.0,36,4,1.052,1,528000.0,0
TRAD-001752,48,Salaried,217000.0,7,729,0,0.0,848000.0,180,3,0.261,0,976000.0,1
TRAD-001753,38,Self-Employed,460000.0,26,704,0,0.0,857000.0,24,3,0.932,1,597000.0,0
TRAD-001754,48,Salaried,1021000.0,23,714,0,0.0,2208000.0,240,2,0.108,0,272000.0,1
TRAD-001755,35,Salaried,883000.0,27,874,0,0.0,1999000.0,60,1,0.453,0,269000.0,1
TRAD-001756,36,Salaried,579000.0,29,716,0,0.0,1364000.0,60,3,0.471,0,172000.0,1
TRAD-001757,47,Salaried,1035000.0,12,651,1,3200.0,1619000.0,36,2,0.559,1,166000.0,0
TRAD-001758,46,Business Owner,859000.0,12,519,0,0.0,1458000.0,12,2,1.697,0,540000.0,0
TRAD-001759,46,Salaried,575000.0,18,564,0,0.0,116000.0,120,1,0.02,0,550000.0,1
TRAD-001760,37,Business Owner,604000.0,12,656,1,8300.0,874000.0,120,0,0.31,0,8000.0,1
TRAD-001761,39,Salaried,742000.0,8,690,1,12600.0,1873000.0,180,3,0.372,0,392000.0,1
TRAD-001762,21,Salaried,417000.0,21,647,0,0.0,1368000.0,240,4,0.164,0,578000.0,1
TRAD-001763,47,Salaried,651000.0,13,733,2,14400.0,859000.0,36,0,0.705,0,212000.0,1
TRAD-001764,46,Salaried,736000.0,28,646,0,0.0,1881000.0,84,2,0.365,1,247000.0,1
TRAD-001765,62,Self-Employed,178000.0,6,613,1,4400.0,1140000.0,240,3,0.617,0,474000.0,0
TRAD-001766,43,Salaried,597000.0,13,758,3,44400.0,1391000.0,84,0,1.225,0,481000.0,0
TRAD-001767,41,Salaried,565000.0,15,830,0,0.0,1143000.0,120,1,0.202,0,407000.0,1
TRAD-001768,23,Self-Employed,938000.0,27,595,3,6200.0,1252000.0,120,4,0.213,0,364000.0,1
TRAD-001769,29,Self-Employed,134000.0,17,723,0,0.0,1298000.0,240,3,0.484,1,397000.0,1
TRAD-001770,35,Business Owner,543000.0,2,519,0,0.0,1745000.0,48,4,0.803,0,231000.0,0
TRAD-001771,37,Business Owner,515000.0,10,560,1,5700.0,1829000.0,24,4,1.909,0,21000.0,0
TRAD-001772,36,Self-Employed,919000.0,26,644,0,0.0,607000.0,240,3,0.033,0,0.0,1
TRAD-001773,38,Business Owner,638000.0,8,808,0,0.0,1131000.0,60,1,0.355,0,449000.0,1
TRAD-001774,54,Self-Employed,1153000.0,10,626,0,0.0,1726000.0,24,4,0.748,0,327000.0,1
TRAD-001775,26,Salaried,835000.0,4,622,1,7100.0,814000.0,84,2,0.241,0,414000.0,1
TRAD-001776,35,Self-Employed,535000.0,21,703,0,0.0,50000.0,180,2,0.006,0,93000.0,1
TRAD-001777,28,Salaried,717000.0,4,704,2,25400.0,309000.0,120,2,0.468,0,326000.0,0
TRAD-001778,34,Self-Employed,551000.0,11,625,1,14700.0,354000.0,48,2,0.481,0,320000.0,1
TRAD-001779,51,Business Owner,891000.0,21,889,0,0.0,602000.0,240,2,0.034,0,620000.0,1
TRAD-001780,23,Salaried,277000.0,26,675,0,0.0,415000.0,12,3,1.498,0,513000.0,0
TRAD-001781,35,Business Owner,419000.0,6,711,2,11400.0,1569000.0,240,0,0.514,0,115000.0,0
TRAD-001782,22,Business Owner,778000.0,9,662,3,35000.0,720000.0,24,2,1.003,0,426000.0,0
TRAD-001783,63,Salaried,993000.0,3,742,0,0.0,1720000.0,36,2,0.577,0,113000.0,1
TRAD-001784,52,Salaried,120000.0,13,817,3,3700.0,165000.0,36,2,0.828,0,0.0,0
TRAD-001785,31,Business Owner,1035000.0,29,858,0,0.0,670000.0,48,3,0.162,0,731000.0,1
TRAD-001786,29,Business Owner,611000.0,9,628,1,4100.0,968000.0,12,1,1.665,0,206000.0,0
TRAD-001787,25,Salaried,123000.0,7,805,1,9600.0,1427000.0,120,4,2.097,0,560000.0,0
TRAD-001788,41,Salaried,120000.0,11,752,0,0.0,1643000.0,24,0,3.0,0,135000.0,0
TRAD-001789,54,Self-Employed,222000.0,26,793,0,0.0,550000.0,24,3,1.239,1,98000.0,0
TRAD-001790,46,Salaried,644000.0,16,691,2,27000.0,1546000.0,12,0,2.904,0,163000.0,0
TRAD-001791,59,Salaried,632000.0,18,682,1,8300.0,50000.0,240,3,0.162,1,363000.0,1
TRAD-001792,36,Salaried,827000.0,23,789,1,8800.0,1466000.0,12,0,1.9,0,344000.0,0
TRAD-001793,33,Salaried,496000.0,21,791,2,21500.0,50000.0,120,1,0.53,0,424000.0,1
TRAD-001794,42,Self-Employed,340000.0,17,849,2,25800.0,1190000.0,84,1,1.411,0,176000.0,0
TRAD-001795,29,Self-Employed,534000.0,16,719,0,0.0,1634000.0,180,0,0.204,0,310000.0,1
TRAD-001796,63,Self-Employed,659000.0,15,690,0,0.0,1477000.0,60,1,0.448,0,89000.0,1
TRAD-001797,29,Self-Employed,715000.0,5,466,1,7400.0,50000.0,240,3,0.128,0,667000.0,1
TRAD-001798,42,Salaried,429000.0,12,547,1,13300.0,609000.0,60,0,0.656,0,0.0,0
TRAD-001799,43,Salaried,902000.0,25,663,0,0.0,1366000.0,24,3,0.757,0,95000.0,1
TRAD-001800,23,Salaried,476000.0,1,595,0,0.0,1347000.0,240,2,0.141,0,194000.0,0
TRAD-001801,41,Salaried,406000.0,24,777,1,10600.0,1079000.0,48,4,0.978,1,897000.0,0
TRAD-001802,41,Salaried,498000.0,16,576,1,16300.0,50000.0,12,3,0.493,1,492000.0,0
TRAD-001803,32,Salaried,951000.0,10,652,0,0.0,1679000.0,84,2,0.252,0,87000.0,1
TRAD-001804,26,Salaried,613000.0,3,656,0,0.0,1795000.0,36,4,0.976,0,506000.0,0
TRAD-001805,22,Salaried,456000.0,22,814,1,16800.0,1006000.0,180,0,0.589,0,429000.0,1
TRAD-001806,21,Self-Employed,909000.0,0,642,1,14300.0,1049000.0,24,2,0.766,1,368000.0,0
TRAD-001807,42,Self-Employed,1250000.0,16,743,1,13700.0,1227000.0,120,1,0.23,0,474000.0,1
TRAD-001808,24,Business Owner,709000.0,4,719,1,7000.0,1849000.0,180,2,0.292,0,315000.0,1
TRAD-001809,63,Self-Employed,995000.0,27,786,0,0.0,1063000.0,24,2,0.534,1,343000.0,1
TRAD-001810,31,Self-Employed,940000.0,5,781,2,3300.0,776000.0,84,2,0.16,0,0.0,1
TRAD-001811,49,Salaried,480000.0,24,697,1,12900.0,1148000.0,84,1,0.664,0,661000.0,1
TRAD-001812,50,Self-Employed,657000.0,17,539,1,9300.0,893000.0,240,3,0.238,0,188000.0,1
TRAD-001813,42,Salaried,291000.0,1,678,0,0.0,900000.0,36,0,1.031,0,0.0,0
TRAD-001814,59,Salaried,593000.0,21,698,1,13800.0,50000.0,60,0,0.296,0,174000.0,1
TRAD-001815,25,Salaried,475000.0,26,727,2,15300.0,1240000.0,48,0,1.039,0,184000.0,0
TRAD-001816,31,Salaried,537000.0,6,630,1,8100.0,1661000.0,48,2,0.954,0,100000.0,0
TRAD-001817,32,Salaried,440000.0,29,808,1,2900.0,1563000.0,240,2,0.257,1,494000.0,1
TRAD-001818,26,Self-Employed,570000.0,23,701,0,0.0,1518000.0,84,4,0.38,0,544000.0,1
TRAD-001819,33,Business Owner,799000.0,22,613,1,11000.0,866000.0,24,1,0.707,1,0.0,0
TRAD-001820,34,Self-Employed,617000.0,10,656,2,17600.0,995000.0,180,2,0.45,0,171000.0,1
TRAD-001821,54,Self-Employed,128000.0,3,883,0,0.0,1674000.0,12,4,3.0,0,189000.0,0
TRAD-001822,34,Salaried,441000.0,12,763,2,39000.0,1464000.0,180,3,1.283,1,257000.0,0
TRAD-001823,59,Salaried,225000.0,24,800,0,0.0,1866000.0,48,4,2.073,0,727000.0,0
TRAD-001824,54,Self-Employed,718000.0,17,601,1,6100.0,463000.0,120,2,0.166,0,97000.0,1
TRAD-001825,60,Salaried,791000.0,19,635,0,0.0,459000.0,180,0,0.039,0,691000.0,1
TRAD-001826,25,Salaried,722000.0,23,635,1,4900.0,684000.0,180,2,0.145,0,263000.0,1
TRAD-001827,64,Salaried,430000.0,10,718,0,0.0,287000.0,24,3,0.334,0,693000.0,1
TRAD-001828,48,Business Owner,719000.0,1,683,0,0.0,50000.0,48,0,0.017,1,222000.0,0
TRAD-001829,64,Self-Employed,518000.0,26,653,3,34300.0,1205000.0,12,2,3.0,0,193000.0,0
TRAD-001830,36,Salaried,331000.0,18,665,1,10900.0,1160000.0,84,2,0.896,0,294000.0,0
TRAD-001831,62,Self-Employed,858000.0,16,625,0,0.0,1060000.0,48,4,0.309,0,623000.0,1
TRAD-001832,46,Salaried,879000.0,17,683,0,0.0,1130000.0,240,4,0.064,1,340000.0,1
TRAD-001833,24,Salaried,916000.0,25,806,0,0.0,50000.0,84,3,0.008,0,352000.0,1
TRAD-001834,39,Salaried,480000.0,23,556,1,8700.0,588000.0,48,1,0.524,0,459000.0,1
TRAD-001835,27,Salaried,980000.0,20,733,0,0.0,709000.0,24,1,0.362,0,80000.0,1
TRAD-001836,62,Self-Employed,512000.0,23,831,0,0.0,932000.0,36,2,0.607,0,384000.0,1
TRAD-001837,34,Salaried,833000.0,8,683,2,10600.0,50000.0,180,0,0.157,0,143000.0,1
TRAD-001838,30,Self-Employed,507000.0,21,650,0,0.0,297000.0,24,3,0.293,0,668000.0,1
TRAD-001839,45,Salaried,587000.0,29,788,2,4600.0,616000.0,180,4,0.164,0,405000.0,1
TRAD-001840,39,Self-Employed,120000.0,7,606,2,15400.0,1588000.0,84,0,3.0,0,473000.0,0
TRAD-001841,25,Self-Employed,565000.0,17,698,0,0.0,1070000.0,60,4,0.379,0,0.0,1
TRAD-001842,56,Self-Employed,676000.0,20,601,0,0.0,1564000.0,60,0,0.463,0,477000.0,1
TRAD-001843,58,Self-Employed,535000.0,15,522,1,16700.0,820000.0,12,2,1.907,0,256000.0,0
TRAD-001844,53,Business Owner,1142000.0,29,686,0,0.0,901000.0,36,1,0.263,0,0.0,1
TRAD-001845,48,Salaried,325000.0,12,580,0,0.0,1224000.0,60,2,0.753,0,324000.0,0
TRAD-001846,38,Self-Employed,492000.0,6,699,2,22100.0,785000.0,60,2,0.858,0,0.0,0
TRAD-001847,44,Self-Employed,397000.0,4,806,0,0.0,494000.0,24,2,0.622,0,453000.0,1
TRAD-001848,43,Salaried,492000.0,25,876,1,9600.0,50000.0,180,0,0.241,0,658000.0,1
TRAD-001849,28,Salaried,939000.0,20,709,1,14700.0,511000.0,60,3,0.297,0,0.0,1
TRAD-001850,24,Salaried,1064000.0,17,797,1,11600.0,1444000.0,48,4,0.47,0,293000.0,1
TRAD-001851,32,Salaried,454000.0,12,738,1,7100.0,1719000.0,120,2,0.566,0,259000.0,1
TRAD-001852,40,Salaried,448000.0,12,664,0,0.0,397000.0,24,4,0.443,0,0.0,0
TRAD-001853,28,Salaried,326000.0,28,517,1,11100.0,50000.0,12,0,0.562,0,529000.0,0
TRAD-001854,25,Self-Employed,1016000.0,20,855,2,23100.0,1502000.0,36,3,0.766,0,456000.0,1
TRAD-001855,58,Salaried,964000.0,28,600,1,9100.0,945000.0,12,1,1.094,0,807000.0,1
TRAD-001856,37,Business Owner,620000.0,24,831,1,10400.0,50000.0,48,3,0.221,0,424000.0,1
TRAD-001857,46,Salaried,259000.0,23,751,0,0.0,50000.0,24,2,0.097,1,80000.0,0
TRAD-001858,44,Self-Employed,284000.0,16,607,1,8600.0,274000.0,84,0,0.501,1,429000.0,0
TRAD-001859,53,Salaried,698000.0,7,730,0,0.0,599000.0,12,1,0.858,0,621000.0,1
TRAD-001860,53,Salaried,804000.0,19,900,0,0.0,151000.0,24,2,0.094,0,184000.0,1
TRAD-001861,34,Salaried,120000.0,21,846,1,10200.0,1350000.0,36,4,3.0,0,513000.0,0
TRAD-001862,58,Self-Employed,560000.0,15,651,0,0.0,372000.0,84,0,0.095,1,0.0,1
TRAD-001863,37,Salaried,1103000.0,0,632,0,0.0,908000.0,48,4,0.206,0,669000.0,1
TRAD-001864,57,Business Owner,589000.0,28,710,0,0.0,2443000.0,120,0,0.415,0,500000.0,1
TRAD-001865,38,Salaried,1067000.0,24,684,0,0.0,976000.0,180,1,0.061,1,0.0,1
TRAD-001866,25,Self-Employed,832000.0,10,814,0,0.0,825000.0,48,0,0.248,0,396000.0,1
TRAD-001867,54,Salaried,346000.0,14,770,0,0.0,840000.0,12,4,2.428,0,0.0,0
TRAD-001868,22,Self-Employed,568000.0,3,539,2,0.0,1335000.0,240,2,0.118,0,147000.0,0
TRAD-001869,54,Salaried,614000.0,28,744,0,0.0,1254000.0,48,3,0.511,0,470000.0,1
TRAD-001870,22,Salaried,383000.0,6,683,0,0.0,248000.0,60,3,0.13,0,266000.0,1
TRAD-001871,30,Salaried,378000.0,11,704,0,0.0,633000.0,240,2,0.084,1,614000.0,1
TRAD-001872,47,Salaried,1072000.0,12,724,0,0.0,466000.0,84,1,0.062,0,316000.0,1
TRAD-001873,62,Salaried,376000.0,7,814,2,19200.0,716000.0,84,0,0.885,0,291000.0,0
TRAD-001874,38,Business Owner,952000.0,19,793,0,0.0,2087000.0,48,2,0.548,0,575000.0,1
TRAD-001875,26,Salaried,528000.0,29,629,2,18200.0,1301000.0,180,2,0.578,0,216000.0,1
TRAD-001876,31,Salaried,643000.0,25,694,1,11200.0,848000.0,24,2,0.868,0,294000.0,1
TRAD-001877,60,Business Owner,807000.0,15,657,1,10800.0,1709000.0,60,4,0.584,0,327000.0,1
TRAD-001878,52,Salaried,482000.0,3,540,1,9800.0,1023000.0,48,0,0.775,0,283000.0,0
TRAD-001879,25,Salaried,809000.0,25,690,1,6700.0,50000.0,12,3,0.161,0,590000.0,1
TRAD-001880,37,Self-Employed,120000.0,7,875,2,40600.0,1982000.0,36,0,3.0,0,133000.0,0
TRAD-001881,32,Business Owner,773000.0,27,537,1,10400.0,798000.0,24,2,0.678,0,92000.0,0
TRAD-001882,28,Self-Employed,120000.0,11,698,1,12000.0,50000.0,12,3,1.617,0,35000.0,0
TRAD-001883,58,Salaried,586000.0,15,695,1,7000.0,50000.0,120,0,0.152,0,0.0,0
TRAD-001884,48,Business Owner,889000.0,13,727,2,19500.0,1633000.0,120,2,0.447,0,671000.0,1
TRAD-001885,28,Salaried,824000.0,13,609,1,9700.0,50000.0,180,1,0.145,0,75000.0,1
TRAD-001886,49,Business Owner,286000.0,4,565,0,0.0,1777000.0,12,2,3.0,0,240000.0,0
TRAD-001887,39,Business Owner,322000.0,16,569,0,0.0,953000.0,60,2,0.592,1,689000.0,0
TRAD-001888,23,Business Owner,457000.0,12,826,3,18200.0,1364000.0,84,2,0.904,0,265000.0,0
TRAD-001889,40,Salaried,702000.0,25,607,0,0.0,733000.0,60,3,0.209,0,429000.0,1
TRAD-001890,29,Salaried,120000.0,14,653,1,4700.0,1240000.0,12,1,3.0,0,0.0,0
TRAD-001891,31,Self-Employed,646000.0,28,900,2,18400.0,1106000.0,60,4,0.684,0,650000.0,1
TRAD-001892,59,Salaried,737000.0,8,630,0,0.0,875000.0,24,4,0.594,0,270000.0,0
TRAD-001893,52,Salaried,571000.0,9,733,3,28600.0,207000.0,12,2,0.964,0,45000.0,1
TRAD-001894,26,Business Owner,797000.0,1,801,0,0.0,1133000.0,120,4,0.142,0,45000.0,1
TRAD-001895,58,Self-Employed,713000.0,22,796,3,14600.0,50000.0,12,1,0.316,0,722000.0,1
TRAD-001896,46,Salaried,498000.0,2,574,1,7500.0,1505000.0,36,1,1.188,0,153000.0,0
TRAD-001897,59,Salaried,120000.0,8,632,0,0.0,1028000.0,240,1,0.428,0,51000.0,0
TRAD-001898,53,Salaried,687000.0,27,729,4,40900.0,1202000.0,240,3,0.802,0,192000.0,0
TRAD-001899,35,Salaried,383000.0,18,883,2,28800.0,50000.0,12,0,1.033,0,311000.0,0
TRAD-001900,44,Salaried,488000.0,16,628,2,13400.0,168000.0,48,1,0.416,0,338000.0,1
TRAD-001901,44,Business Owner,784000.0,24,653,0,0.0,571000.0,48,0,0.182,1,411000.0,1
TRAD-001902,52,Self-Employed,1047000.0,23,740,1,7300.0,1338000.0,84,2,0.266,1,359000.0,1
TRAD-001903,31,Salaried,639000.0,26,759,0,0.0,287000.0,120,1,0.045,1,462000.0,1
TRAD-001904,35,Salaried,805000.0,19,765,3,29300.0,2556000.0,12,4,3.0,0,232000.0,0
TRAD-001905,31,Self-Employed,246000.0,13,620,0,0.0,729000.0,48,3,0.741,0,818000.0,0
TRAD-001906,34,Business Owner,719000.0,3,649,3,17300.0,240000.0,36,4,0.4,0,178000.0,0
TRAD-001907,28,Business Owner,633000.0,11,720,2,5000.0,779000.0,240,2,0.156,1,638000.0,0
TRAD-001908,22,Salaried,994000.0,21,820,2,18500.0,282000.0,36,2,0.318,0,150000.0,1
TRAD-001909,62,Business Owner,499000.0,7,677,2,26500.0,130000.0,12,4,0.898,0,0.0,0
TRAD-001910,24,Salaried,582000.0,20,698,0,0.0,1557000.0,84,3,0.382,0,0.0,1
TRAD-001911,60,Salaried,946000.0,4,603,3,44900.0,1234000.0,180,4,0.657,0,376000.0,0
TRAD-001912,21,Business Owner,624000.0,1,877,1,6300.0,1235000.0,180,4,0.253,0,590000.0,1
TRAD-001913,55,Salaried,340000.0,10,715,0,0.0,1730000.0,24,0,2.544,0,12000.0,0
TRAD-001914,35,Salaried,1364000.0,6,802,0,0.0,1216000.0,120,1,0.089,0,81000.0,1
TRAD-001915,43,Salaried,348000.0,26,703,1,11800.0,206000.0,24,3,0.703,0,397000.0,1
TRAD-001916,33,Salaried,632000.0,11,708,0,0.0,1361000.0,24,0,1.077,0,299000.0,1
TRAD-001917,42,Salaried,747000.0,12,557,0,0.0,168000.0,60,0,0.045,0,154000.0,1
TRAD-001918,40,Self-Employed,725000.0,12,496,1,15600.0,589000.0,180,0,0.312,0,0.0,0
TRAD-001919,44,Salaried,597000.0,9,819,0,0.0,870000.0,180,0,0.097,0,377000.0,1
TRAD-001920,38,Salaried,598000.0,27,707,2,16900.0,804000.0,84,3,0.531,0,463000.0,1
TRAD-001921,44,Business Owner,584000.0,22,720,1,5300.0,50000.0,48,1,0.13,0,423000.0,1
TRAD-001922,57,Salaried,338000.0,4,581,2,18300.0,271000.0,84,4,0.764,0,307000.0,0
TRAD-001923,40,Business Owner,1252000.0,6,614,0,0.0,885000.0,36,0,0.236,1,36000.0,0
TRAD-001924,36,Salaried,588000.0,2,801,0,0.0,503000.0,24,2,0.428,0,379000.0,1
TRAD-001925,26,Self-Employed,817000.0,7,865,0,0.0,1632000.0,48,3,0.499,0,360000.0,1
TRAD-001926,36,Salaried,556000.0,19,641,0,0.0,1743000.0,24,1,1.567,0,0.0,0
TRAD-001927,26,Business Owner,551000.0,28,764,1,10400.0,172000.0,12,3,0.539,0,224000.0,1
TRAD-001928,29,Salaried,522000.0,14,718,2,16700.0,939000.0,120,4,0.564,0,392000.0,0
TRAD-001929,62,Business Owner,216000.0,2,689,0,0.0,1929000.0,180,3,0.595,0,280000.0,0
TRAD-001930,24,Salaried,605000.0,1,876,1,1400.0,813000.0,120,3,0.162,0,0.0,1
TRAD-001931,42,Self-Employed,536000.0,12,657,0,0.0,635000.0,240,2,0.059,0,140000.0,1
TRAD-001932,57,Salaried,978000.0,7,818,1,3500.0,1459000.0,60,4,0.341,0,123000.0,1
TRAD-001933,62,Salaried,315000.0,17,736,1,5700.0,722000.0,120,3,0.446,1,440000.0,0
TRAD-001934,27,Salaried,488000.0,3,698,1,7300.0,1726000.0,24,0,1.948,0,950000.0,0
TRAD-001935,28,Salaried,398000.0,6,830,1,8400.0,513000.0,60,3,0.511,0,333000.0,1
TRAD-001936,37,Salaried,1054000.0,16,728,1,6300.0,592000.0,12,0,0.633,0,1000.0,1
TRAD-001937,45,Self-Employed,407000.0,8,691,3,53300.0,1414000.0,84,4,2.068,0,260000.0,0
TRAD-001938,63,Salaried,807000.0,10,831,1,4000.0,965000.0,48,1,0.358,1,303000.0,0
TRAD-001939,30,Salaried,922000.0,6,819,1,13800.0,970000.0,60,3,0.39,0,489000.0,1
TRAD-001940,28,Salaried,609000.0,1,814,3,25000.0,50000.0,180,3,0.498,1,611000.0,0
TRAD-001941,32,Salaried,264000.0,10,331,0,0.0,670000.0,12,1,2.538,0,648000.0,0
TRAD-001942,59,Salaried,268000.0,9,742,2,22700.0,1462000.0,60,4,2.107,0,434000.0,0
TRAD-001943,22,Self-Employed,891000.0,26,720,0,0.0,391000.0,48,2,0.11,0,300000.0,1
TRAD-001944,37,Salaried,297000.0,26,697,0,0.0,1355000.0,120,2,0.456,0,671000.0,1
TRAD-001945,26,Business Owner,760000.0,12,758,0,0.0,1074000.0,84,2,0.202,0,213000.0,1
TRAD-001946,27,Salaried,682000.0,8,725,2,400.0,770000.0,120,1,0.12,0,314000.0,1
TRAD-001947,61,Salaried,756000.0,12,764,0,0.0,1783000.0,180,0,0.157,1,239000.0,1
TRAD-001948,21,Business Owner,782000.0,18,675,0,0.0,679000.0,36,4,0.289,0,0.0,1
TRAD-001949,35,Salaried,389000.0,11,842,2,29300.0,724000.0,48,4,1.369,0,618000.0,0
TRAD-001950,61,Salaried,377000.0,22,774,0,0.0,763000.0,48,4,0.506,0,469000.0,1
TRAD-001951,47,Business Owner,850000.0,28,752,3,58900.0,952000.0,180,4,0.906,0,0.0,1
TRAD-001952,24,Business Owner,474000.0,12,747,3,36100.0,1399000.0,60,3,1.504,1,550000.0,0
TRAD-001953,41,Self-Employed,120000.0,3,810,0,0.0,50000.0,120,4,0.042,0,224000.0,1
TRAD-001954,63,Salaried,832000.0,3,797,0,0.0,1464000.0,36,4,0.587,0,547000.0,1
TRAD-001955,38,Self-Employed,360000.0,26,689,2,19900.0,944000.0,240,1,0.794,0,319000.0,0
TRAD-001956,44,Business Owner,781000.0,12,794,2,8800.0,1260000.0,60,2,0.458,0,0.0,1
TRAD-001957,44,Business Owner,1040000.0,9,717,2,22400.0,2455000.0,240,0,0.376,1,307000.0,0
TRAD-001958,50,Salaried,655000.0,18,882,1,7200.0,567000.0,60,3,0.305,0,75000.0,1
TRAD-001959,29,Salaried,929000.0,28,804,4,16900.0,104000.0,12,0,0.33,0,0.0,1
TRAD-001960,57,Salaried,693000.0,12,641,0,0.0,1026000.0,36,3,0.494,0,517000.0,0
TRAD-001961,64,Salaried,1094000.0,9,900,1,12400.0,1129000.0,48,4,0.394,0,398000.0,1
TRAD-001962,27,Self-Employed,353000.0,25,500,1,900.0,1467000.0,24,2,2.108,0,674000.0,0
TRAD-001963,57,Salaried,648000.0,2,761,0,0.0,550000.0,120,3,0.085,0,201000.0,1
TRAD-001964,56,Salaried,838000.0,25,634,1,13300.0,360000.0,48,4,0.298,0,59000.0,1
TRAD-001965,53,Salaried,597000.0,15,879,1,7700.0,50000.0,180,3,0.16,0,460000.0,1
TRAD-001966,37,Salaried,973000.0,0,724,1,3400.0,50000.0,240,2,0.045,0,92000.0,1
TRAD-001967,41,Salaried,529000.0,6,625,1,11200.0,630000.0,12,4,1.445,0,222000.0,0
TRAD-001968,57,Salaried,1229000.0,20,675,1,7100.0,824000.0,36,0,0.293,0,431000.0,1
TRAD-001969,27,Salaried,1244000.0,22,632,0,0.0,2242000.0,84,1,0.257,0,269000.0,1
TRAD-001970,57,Business Owner,729000.0,5,671,1,16600.0,50000.0,180,1,0.278,0,178000.0,1
TRAD-001971,61,Salaried,805000.0,19,669,2,10900.0,1118000.0,240,1,0.232,0,0.0,1
TRAD-001972,51,Salaried,984000.0,29,629,2,6200.0,428000.0,24,3,0.293,0,534000.0,1
TRAD-001973,36,Salaried,318000.0,20,726,2,20300.0,1045000.0,36,3,1.861,1,208000.0,0
TRAD-001974,45,Salaried,283000.0,21,737,0,0.0,540000.0,24,0,0.954,1,455000.0,0
TRAD-001975,23,Salaried,1002000.0,5,605,1,14900.0,1573000.0,48,1,0.571,0,421000.0,0
TRAD-001976,61,Salaried,727000.0,19,542,1,7500.0,1569000.0,84,4,0.432,0,573000.0,1
TRAD-001977,36,Salaried,587000.0,21,730,1,7500.0,826000.0,48,2,0.505,0,241000.0,1
TRAD-001978,23,Salaried,653000.0,3,751,1,10300.0,1835000.0,120,1,0.47,0,213000.0,1
TRAD-001979,55,Self-Employed,120000.0,9,769,0,0.0,1394000.0,48,2,2.904,0,23000.0,0
TRAD-001980,49,Salaried,597000.0,26,752,1,9900.0,1805000.0,84,3,0.631,0,164000.0,1
TRAD-001981,48,Salaried,439000.0,29,849,0,0.0,872000.0,84,2,0.284,0,385000.0,1
TRAD-001982,23,Self-Employed,907000.0,5,795,1,9700.0,1519000.0,36,4,0.687,1,96000.0,0
TRAD-001983,54,Salaried,929000.0,21,900,2,14700.0,401000.0,12,4,0.622,1,379000.0,1
