applicant_id,age,occupation_type,monthly_upi_txn_count,monthly_upi_turnover,avg_daily_balance,cashflow_volatility,utility_payment_reliability,rent_payment_reliability,months_of_transaction_history,requested_loan_amount,alternate_credit_score,approved
THIN-001589,42,Vendor,707,93400.0,17410.0,0.476,0.947,0.446,16,65000.0,486,0
THIN-001590,33,Vendor,328,193900.0,12870.0,0.073,0.527,0.252,16,138000.0,558,1
THIN-001591,36,Shopkeeper,205,5000.0,200.0,0.066,0.595,0.79,31,111000.0,574,1
THIN-001592,31,Gig Worker,101,5000.0,14520.0,0.17,0.866,0.649,57,127000.0,557,1
THIN-001593,38,Shopkeeper,423,5000.0,200.0,0.51,0.904,0.902,15,141000.0,456,0
THIN-001594,40,Shopkeeper,533,18900.0,10120.0,0.178,0.637,0.57,20,171000.0,538,1
THIN-001595,23,Vendor,339,133100.0,200.0,0.043,0.913,0.867,41,50000.0,699,1
THIN-001596,25,Shopkeeper,492,46700.0,16690.0,0.421,0.666,0.619,26,197000.0,498,1
THIN-001597,46,Vendor,783,5000.0,23740.0,0.524,0.816,0.738,40,5000.0,508,1
THIN-001598,47,Vendor,382,88500.0,20950.0,0.239,0.926,0.603,24,24000.0,577,1
THIN-001599,20,Shopkeeper,67,138600.0,360.0,0.304,0.4,0.747,57,205000.0,476,1
THIN-001600,27,Gig Worker,462,127900.0,20030.0,0.336,0.882,0.758,43,336000.0,592,1
THIN-001601,46,Shopkeeper,324,77500.0,200.0,0.143,0.628,0.822,54,62000.0,599,1
THIN-001602,26,Shopkeeper,534,105900.0,14170.0,0.447,0.737,0.605,18,185000.0,487,1
THIN-001603,43,Vendor,332,121800.0,10280.0,0.467,0.661,0.756,58,5000.0,523,1
THIN-001604,56,Shopkeeper,519,61600.0,24680.0,0.596,0.633,0.81,20,110000.0,473,1
THIN-001605,54,Gig Worker,326,119000.0,14450.0,0.131,0.712,0.653,17,52000.0,580,1
THIN-001606,48,Freelancer,574,118100.0,7770.0,0.232,0.757,0.482,36,131000.0,581,1
THIN-001607,31,Vendor,33,48100.0,200.0,0.142,0.813,0.744,35,113000.0,561,1
THIN-001608,26,Gig Worker,516,198900.0,200.0,0.207,0.858,0.892,19,155000.0,581,1
THIN-001609,20,Gig Worker,321,153900.0,13720.0,0.189,0.655,0.496,3,148000.0,500,1
THIN-001610,33,Shopkeeper,33,220400.0,9470.0,0.348,0.832,0.904,35,40000.0,541,1
THIN-001611,56,Vendor,557,184100.0,200.0,0.074,0.78,0.729,36,35000.0,666,1
THIN-001612,49,Vendor,234,65500.0,8430.0,0.057,0.643,0.839,39,210000.0,655,1
THIN-001613,41,Vendor,382,106200.0,19260.0,0.049,0.881,0.77,49,29000.0,712,1
THIN-001614,52,Freelancer,450,121100.0,10000.0,0.485,0.868,0.609,6,118000.0,465,0
THIN-001615,25,Vendor,58,169100.0,20020.0,0.504,0.795,0.6,54,127000.0,484,1
THIN-001616,46,Freelancer,84,122800.0,5350.0,0.24,0.856,0.409,25,131000.0,506,1
THIN-001617,33,Freelancer,622,121700.0,15670.0,0.283,0.777,0.723,25,151000.0,564,1
THIN-001618,37,Gig Worker,381,68000.0,200.0,0.157,0.705,0.795,57,132000.0,605,1
THIN-001619,25,Vendor,409,25100.0,6670.0,0.409,0.756,0.479,6,99000.0,436,0
THIN-001620,51,Gig Worker,645,210700.0,6750.0,0.171,0.76,0.711,12,60000.0,572,1
THIN-001621,54,Gig Worker,72,138200.0,10690.0,0.31,0.831,0.418,39,109000.0,511,1
THIN-001622,45,Shopkeeper,70,37200.0,17630.0,0.192,0.772,0.906,13,49000.0,521,1
THIN-001623,25,Shopkeeper,532,81800.0,8860.0,0.058,0.763,0.56,7,48000.0,598,1
THIN-001624,43,Shopkeeper,263,79300.0,5130.0,0.066,0.719,0.358,29,88000.0,601,1
THIN-001625,27,Freelancer,535,15300.0,22140.0,0.283,0.552,0.371,23,121000.0,481,1
THIN-001626,20,Shopkeeper,379,104100.0,8820.0,0.266,0.751,0.752,26,49000.0,563,1
THIN-001627,39,Gig Worker,274,108100.0,12660.0,0.032,0.645,0.509,29,127000.0,638,1
THIN-001628,33,Shopkeeper,620,85800.0,200.0,0.301,0.921,0.875,11,5000.0,524,1
THIN-001629,25,Vendor,654,26100.0,12420.0,0.482,0.945,0.454,19,5000.0,476,0
THIN-001630,34,Vendor,95,89800.0,4680.0,0.509,0.7,0.585,27,213000.0,439,1
THIN-001631,54,Gig Worker,118,140400.0,24550.0,0.329,0.935,0.508,58,5000.0,537,1
THIN-001632,22,Gig Worker,56,37300.0,19300.0,0.133,0.839,0.751,26,44000.0,573,1
THIN-001633,40,Freelancer,649,87400.0,200.0,0.192,0.861,0.472,39,134000.0,584,1
THIN-001634,25,Vendor,457,41400.0,12800.0,0.129,0.819,0.7,28,59000.0,623,1
THIN-001635,20,Gig Worker,494,126500.0,25570.0,0.305,0.686,0.504,47,163000.0,558,1
THIN-001636,30,Shopkeeper,291,78400.0,8520.0,0.165,0.68,0.619,18,132000.0,547,1
THIN-001637,43,Vendor,108,169800.0,3490.0,0.168,0.934,0.434,6,213000.0,503,1
THIN-001638,19,Vendor,645,140500.0,200.0,0.217,0.789,0.83,32,240000.0,593,1
THIN-001639,45,Gig Worker,793,35500.0,15680.0,0.178,0.917,0.437,4,91000.0,527,1
THIN-001640,54,Freelancer,750,144800.0,7160.0,0.116,0.475,0.718,17,42000.0,577,1
THIN-001641,33,Shopkeeper,726,120600.0,11170.0,0.316,0.74,0.745,58,41000.0,577,1
THIN-001642,46,Vendor,502,116600.0,4650.0,0.304,0.522,0.741,28,138000.0,531,1
THIN-001643,43,Shopkeeper,689,30100.0,26730.0,0.384,0.519,0.518,28,157000.0,484,0
THIN-001644,19,Gig Worker,731,60000.0,1340.0,0.089,0.553,0.861,4,126000.0,562,1
THIN-001645,44,Shopkeeper,66,175800.0,8660.0,0.706,0.94,0.625,13,211000.0,416,0
THIN-001646,24,Gig Worker,191,17400.0,16720.0,0.105,0.751,0.398,16,258000.0,532,1
THIN-001647,39,Gig Worker,53,5000.0,920.0,0.228,0.673,0.525,29,72000.0,460,1
THIN-001648,38,Shopkeeper,525,131600.0,17840.0,0.11,0.327,0.671,14,221000.0,556,1
THIN-001649,41,Gig Worker,551,103800.0,2060.0,0.202,0.751,0.569,32,206000.0,581,1
THIN-001650,42,Vendor,592,92400.0,17720.0,0.344,0.741,0.797,26,60000.0,548,1
THIN-001651,43,Vendor,211,62800.0,17700.0,0.041,0.793,0.654,49,120000.0,666,1
THIN-001652,52,Vendor,475,124200.0,9250.0,0.035,0.807,0.332,35,5000.0,672,1
THIN-001653,49,Shopkeeper,593,202100.0,6750.0,0.474,0.772,0.655,48,95000.0,539,1
THIN-001654,20,Vendor,442,165300.0,4650.0,0.191,0.824,0.782,40,245000.0,632,1
THIN-001655,58,Freelancer,32,75300.0,6210.0,0.25,0.708,0.666,4,76000.0,444,1
THIN-001656,48,Shopkeeper,166,149800.0,18210.0,0.313,0.546,0.542,57,5000.0,508,1
THIN-001657,52,Shopkeeper,223,75100.0,13440.0,0.178,0.703,0.828,27,79000.0,577,1
THIN-001658,38,Gig Worker,673,35100.0,25100.0,0.165,0.677,0.804,42,67000.0,622,1
THIN-001659,28,Shopkeeper,57,23800.0,6680.0,0.188,0.952,0.829,15,25000.0,528,1
THIN-001660,24,Freelancer,685,133600.0,3470.0,0.176,0.704,0.737,29,189000.0,600,1
THIN-001661,44,Shopkeeper,649,104700.0,9710.0,0.112,0.879,0.791,16,95000.0,626,1
THIN-001662,23,Freelancer,243,84100.0,9570.0,0.299,0.741,0.938,55,106000.0,571,1
THIN-001663,34,Vendor,235,40800.0,12190.0,0.402,0.563,0.842,37,5000.0,508,1
THIN-001664,27,Shopkeeper,666,143800.0,19880.0,0.113,0.844,0.629,37,164000.0,664,1
THIN-001665,36,Freelancer,290,189700.0,17030.0,0.441,0.7,0.637,7,97000.0,451,1
THIN-001666,43,Gig Worker,648,180500.0,13880.0,0.215,0.98,0.763,28,143000.0,625,1
THIN-001667,54,Shopkeeper,561,105800.0,13700.0,0.309,0.918,0.914,25,94000.0,586,1
THIN-001668,20,Vendor,205,32900.0,200.0,0.356,0.766,0.6,40,128000.0,490,1
THIN-001669,52,Shopkeeper,87,35600.0,6790.0,0.22,0.388,0.742,58,101000.0,507,1
THIN-001670,37,Freelancer,551,48700.0,1670.0,0.054,0.6,0.912,14,80000.0,617,1
THIN-001671,55,Vendor,773,100200.0,10650.0,0.227,0.593,0.847,43,134000.0,597,1
THIN-001672,58,Vendor,142,24900.0,3820.0,0.076,0.904,0.566,32,146000.0,609,1
THIN-001673,35,Vendor,133,18000.0,200.0,0.183,0.751,0.619,40,148000.0,531,1
THIN-001674,19,Gig Worker,384,73100.0,15770.0,0.108,0.663,0.592,37,123000.0,632,1
THIN-001675,56,Vendor,590,67500.0,2820.0,0.252,0.637,0.705,24,5000.0,538,1
THIN-001676,51,Shopkeeper,71,59700.0,9570.0,0.383,0.508,0.444,30,48000.0,434,1
THIN-001677,41,Vendor,562,97200.0,7380.0,0.206,0.734,0.51,3,70000.0,506,1
THIN-001678,31,Shopkeeper,634,23900.0,17240.0,0.09,0.971,0.338,59,180000.0,644,1
THIN-001679,39,Shopkeeper,670,97900.0,6890.0,0.426,0.633,0.486,36,92000.0,510,1
THIN-001680,43,Vendor,606,102900.0,7260.0,0.306,0.623,0.822,42,200000.0,570,1
THIN-001681,24,Shopkeeper,494,110900.0,2410.0,0.189,0.876,0.475,57,146000.0,603,1
THIN-001682,56,Vendor,370,135500.0,9500.0,0.072,0.9,0.668,36,25000.0,688,1
THIN-001683,19,Freelancer,416,8900.0,3970.0,0.211,0.943,0.433,32,153000.0,562,1
THIN-001684,50,Vendor,589,59200.0,11260.0,0.414,0.771,0.387,41,198000.0,516,1
THIN-001685,32,Gig Worker,594,157200.0,5040.0,0.134,0.673,0.602,5,181000.0,548,1
THIN-001686,46,Freelancer,283,111100.0,16430.0,0.078,0.827,0.787,53,53000.0,675,1
THIN-001687,24,Shopkeeper,325,111600.0,5790.0,0.279,0.782,0.828,14,183000.0,530,1
THIN-001688,21,Shopkeeper,565,37900.0,15870.0,0.42,0.785,0.651,35,248000.0,534,1
THIN-001689,28,Vendor,627,95700.0,2760.0,0.085,0.608,0.876,21,134000.0,623,1
THIN-001690,36,Vendor,689,120700.0,17380.0,0.159,0.743,0.754,39,76000.0,639,1
THIN-001691,24,Gig Worker,468,41100.0,200.0,0.127,0.79,0.693,4,5000.0,537,1
THIN-001692,59,Shopkeeper,32,130100.0,3320.0,0.231,0.904,0.891,53,55000.0,575,1
THIN-001693,56,Gig Worker,513,138100.0,19870.0,0.358,0.889,0.815,17,200000.0,545,1
THIN-001694,35,Vendor,666,94300.0,18730.0,0.071,0.75,0.738,25,161000.0,655,1
THIN-001695,49,Vendor,115,13200.0,21600.0,0.225,0.747,0.683,12,109000.0,479,1
THIN-001696,19,Vendor,650,49600.0,5890.0,0.377,0.941,0.909,32,159000.0,574,1
THIN-001697,54,Vendor,575,181200.0,8630.0,0.39,0.951,0.809,57,5000.0,590,1
THIN-001698,57,Vendor,672,149500.0,200.0,0.212,0.876,0.847,35,122000.0,614,1
THIN-001699,38,Gig Worker,290,111900.0,4730.0,0.364,0.557,0.766,31,5000.0,511,1
THIN-001700,33,Vendor,537,45800.0,9360.0,0.309,0.956,0.361,42,173000.0,556,1
THIN-001701,35,Vendor,649,14200.0,23000.0,0.541,0.832,0.766,14,25000.0,467,0
THIN-001702,56,Shopkeeper,469,115200.0,200.0,0.18,0.492,0.436,34,95000.0,543,1
THIN-001703,53,Gig Worker,533,106000.0,11350.0,0.333,0.818,0.888,24,36000.0,562,1
THIN-001704,49,Vendor,156,48400.0,1050.0,0.079,0.939,0.622,20,46000.0,588,1
THIN-001705,47,Freelancer,315,84800.0,3460.0,0.064,0.832,0.626,41,88000.0,663,1
THIN-001706,58,Gig Worker,597,5000.0,5500.0,0.332,0.786,0.585,54,249000.0,524,1
THIN-001707,43,Vendor,396,78100.0,3540.0,0.346,0.738,0.652,43,136000.0,548,1
THIN-001708,19,Vendor,716,93900.0,23690.0,0.333,0.931,0.809,25,64000.0,573,1
THIN-001709,51,Freelancer,167,23900.0,8890.0,0.094,0.53,0.785,55,5000.0,595,1
THIN-001710,30,Freelancer,335,56000.0,11810.0,0.358,0.662,0.491,15,102000.0,464,1
THIN-001711,24,Shopkeeper,529,7000.0,19310.0,0.346,0.402,0.742,30,5000.0,488,1
THIN-001712,57,Vendor,663,37400.0,4490.0,0.395,0.828,0.864,45,222000.0,559,1
THIN-001713,24,Shopkeeper,149,52000.0,2090.0,0.326,0.752,0.633,15,139000.0,456,0
THIN-001714,45,Gig Worker,412,99900.0,8990.0,0.42,0.868,0.792,27,5000.0,544,1
THIN-001715,35,Shopkeeper,798,130000.0,19990.0,0.29,0.836,0.549,10,92000.0,517,1
THIN-001716,34,Shopkeeper,242,115600.0,9150.0,0.186,0.663,0.466,34,92000.0,559,1
THIN-001717,20,Vendor,143,73600.0,15500.0,0.324,0.669,0.746,25,5000.0,497,1
THIN-001718,53,Shopkeeper,461,5000.0,2700.0,0.388,0.732,0.345,21,28000.0,440,0
THIN-001719,52,Vendor,49,85200.0,3650.0,0.061,0.585,0.455,15,152000.0,530,1
THIN-001720,24,Vendor,83,5000.0,4560.0,0.144,0.747,0.777,44,118000.0,558,1
THIN-001721,59,Gig Worker,395,107800.0,12190.0,0.41,0.724,0.761,40,207000.0,551,1
THIN-001722,58,Shopkeeper,543,102900.0,200.0,0.142,0.525,0.781,19,145000.0,556,1
THIN-001723,27,Freelancer,277,125000.0,13350.0,0.227,0.55,0.46,31,54000.0,530,1
THIN-001724,25,Gig Worker,634,57200.0,11450.0,0.113,0.954,0.728,10,70000.0,607,1
THIN-001725,23,Vendor,741,133100.0,9760.0,0.183,0.706,0.621,35,208000.0,607,1
THIN-001726,34,Freelancer,45,53700.0,3370.0,0.301,0.622,0.439,36,167000.0,472,1
THIN-001727,21,Shopkeeper,281,74400.0,7420.0,0.229,0.795,0.322,22,145000.0,513,1
THIN-001728,26,Vendor,115,20000.0,10180.0,0.185,0.729,0.807,27,312000.0,542,1
THIN-001729,42,Freelancer,276,60500.0,10390.0,0.074,0.762,0.848,15,86000.0,613,1
THIN-001730,40,Gig Worker,620,67500.0,4930.0,0.33,0.699,0.863,52,5000.0,568,1
THIN-001731,29,Shopkeeper,250,47500.0,16340.0,0.246,0.938,0.48,30,183000.0,552,1
THIN-001732,34,Shopkeeper,282,87500.0,8260.0,0.134,0.816,0.674,17,233000.0,579,1
THIN-001733,46,Gig Worker,484,138500.0,14080.0,0.222,0.358,0.64,56,176000.0,560,1
THIN-001734,57,Shopkeeper,456,149700.0,10900.0,0.262,0.804,0.819,5,274000.0,532,1
THIN-001735,45,Shopkeeper,138,129100.0,18260.0,0.188,0.655,0.788,49,53000.0,581,1
THIN-001736,44,Gig Worker,333,158800.0,19850.0,0.183,0.928,0.805,43,5000.0,647,1
THIN-001737,45,Shopkeeper,221,82600.0,18280.0,0.371,0.907,0.526,16,75000.0,482,1
THIN-001738,43,Freelancer,521,5000.0,15980.0,0.234,0.869,0.539,17,169000.0,519,1
THIN-001739,36,Vendor,100,50000.0,14400.0,0.037,0.883,0.544,8,179000.0,578,1
THIN-001740,45,Freelancer,522,100900.0,8030.0,0.066,0.804,0.683,30,121000.0,668,1
THIN-001741,56,Freelancer,406,78100.0,13740.0,0.484,0.98,0.271,15,186000.0,466,1
THIN-001742,25,Shopkeeper,543,9300.0,2840.0,0.066,0.954,0.754,30,234000.0,658,1
THIN-001743,55,Shopkeeper,417,134500.0,24620.0,0.325,0.724,0.521,31,268000.0,546,1
THIN-001744,21,Gig Worker,747,72700.0,27320.0,0.307,0.907,0.319,42,314000.0,559,1
THIN-001745,32,Gig Worker,677,43700.0,13090.0,0.114,0.94,0.783,9,5000.0,605,1
THIN-001746,25,Vendor,281,5000.0,12660.0,0.221,0.973,0.87,40,169000.0,593,1
THIN-001747,20,Shopkeeper,744,118300.0,7590.0,0.2,0.825,0.905,49,53000.0,639,1
THIN-001748,40,Shopkeeper,387,71300.0,12790.0,0.282,0.679,0.757,33,136000.0,567,1
THIN-001749,21,Freelancer,225,31700.0,9770.0,0.233,0.685,0.725,7,166000.0,482,1
THIN-001750,49,Shopkeeper,408,133800.0,1890.0,0.336,0.885,0.613,24,123000.0,537,1
THIN-001751,49,Vendor,50,5000.0,4200.0,0.264,0.745,0.772,7,5000.0,430,0
THIN-001752,55,Shopkeeper,665,73000.0,13780.0,0.372,0.843,0.819,50,227000.0,576,1
THIN-001753,40,Gig Worker,545,94700.0,2320.0,0.136,0.703,0.653,18,41000.0,578,1
THIN-001754,35,Freelancer,362,5000.0,5840.0,0.403,0.713,0.923,36,5000.0,523,1
THIN-001755,51,Freelancer,361,43000.0,200.0,0.355,0.546,0.838,48,5000.0,514,1
THIN-001756,21,Vendor,270,53700.0,1390.0,0.118,0.903,0.977,26,160000.0,629,1
THIN-001757,20,Gig Worker,635,122700.0,18110.0,0.192,0.871,0.774,58,295000.0,640,1
THIN-001758,54,Shopkeeper,763,176300.0,11980.0,0.221,0.344,0.604,4,159000.0,477,1
THIN-001759,42,Shopkeeper,661,148200.0,18770.0,0.436,0.545,0.846,19,204000.0,498,1
THIN-001760,39,Shopkeeper,787,151300.0,10300.0,0.122,0.904,0.637,59,211000.0,664,1
THIN-001761,36,Gig Worker,174,88200.0,9830.0,0.305,0.793,0.84,59,111000.0,556,1
THIN-001762,19,Shopkeeper,657,5000.0,1480.0,0.216,0.625,0.827,31,118000.0,546,1
THIN-001763,56,Freelancer,332,92100.0,9320.0,0.087,0.697,0.835,21,171000.0,624,1
THIN-001764,58,Gig Worker,479,68900.0,9120.0,0.342,0.611,0.394,8,137000.0,446,1
THIN-001765,54,Vendor,580,35800.0,18040.0,0.232,0.738,0.883,12,88000.0,546,1
THIN-001766,52,Shopkeeper,236,5000.0,200.0,0.241,0.933,0.796,6,33000.0,470,1
THIN-001767,45,Freelancer,417,116300.0,10380.0,0.048,0.75,0.583,52,151000.0,682,1
THIN-001768,22,Vendor,555,5000.0,12930.0,0.419,0.924,0.677,36,93000.0,531,1
THIN-001769,27,Shopkeeper,789,65300.0,12090.0,0.327,0.779,0.769,22,173000.0,539,1
THIN-001770,29,Freelancer,714,94800.0,5100.0,0.219,0.647,0.592,53,161000.0,579,1
THIN-001771,36,Vendor,241,74500.0,1520.0,0.035,0.39,0.822,9,151000.0,566,1
THIN-001772,45,Shopkeeper,319,92100.0,27960.0,0.168,0.766,0.736,47,170000.0,623,1
THIN-001773,51,Freelancer,664,89400.0,200.0,0.139,0.585,0.494,29,16000.0,562,1
THIN-001774,33,Vendor,477,49700.0,16270.0,0.327,0.781,0.584,41,112000.0,556,1
THIN-001775,34,Freelancer,293,129900.0,6500.0,0.31,0.269,0.335,31,38000.0,459,1
THIN-001776,26,Vendor,230,87400.0,200.0,0.227,0.745,0.541,55,246000.0,537,1
THIN-001777,40,Vendor,527,123500.0,13280.0,0.274,0.893,0.664,41,368000.0,601,1
THIN-001778,38,Shopkeeper,112,135000.0,14960.0,0.184,0.928,0.94,51,238000.0,622,1
THIN-001779,36,Gig Worker,700,50400.0,25570.0,0.266,0.917,0.423,37,46000.0,578,1
THIN-001780,38,Shopkeeper,160,121200.0,18520.0,0.533,0.73,0.64,39,104000.0,487,1
THIN-001781,59,Vendor,43,5000.0,4240.0,0.043,0.844,0.656,4,142000.0,529,1
THIN-001782,34,Gig Worker,538,92000.0,16850.0,0.571,0.84,0.404,14,31000.0,450,1
THIN-001783,41,Gig Worker,549,5000.0,8540.0,0.35,0.853,0.827,26,99000.0,526,1
THIN-001784,29,Gig Worker,505,54800.0,15470.0,0.259,0.907,0.211,17,56000.0,511,1
THIN-001785,45,Shopkeeper,21,66800.0,17250.0,0.28,0.844,0.643,34,80000.0,524,1
THIN-001786,31,Gig Worker,333,5000.0,200.0,0.342,0.71,0.658,24,225000.0,461,1
THIN-001787,26,Vendor,448,153400.0,6240.0,0.114,0.868,0.238,42,215000.0,626,1
THIN-001788,42,Vendor,604,92100.0,14340.0,0.236,0.444,0.764,54,164000.0,571,1
THIN-001789,57,Shopkeeper,97,95600.0,2320.0,0.102,0.92,0.799,31,204000.0,620,1
THIN-001790,48,Vendor,91,38200.0,14110.0,0.319,0.75,0.581,40,112000.0,505,1
THIN-001791,43,Vendor,460,146300.0,9340.0,0.148,0.774,0.858,49,19000.0,656,1
THIN-001792,32,Vendor,461,109000.0,3400.0,0.148,0.609,0.656,27,210000.0,588,1
THIN-001793,46,Gig Worker,734,88800.0,1900.0,0.415,0.848,0.823,26,196000.0,533,1
THIN-001794,40,Shopkeeper,731,39600.0,5910.0,0.375,0.694,0.285,46,179000.0,499,1
THIN-001795,39,Gig Worker,112,5000.0,13400.0,0.085,0.568,0.408,47,179000.0,547,1
THIN-001796,25,Freelancer,32,83100.0,12900.0,0.212,0.78,0.793,12,270000.0,503,1
THIN-001797,53,Gig Worker,796,129400.0,4290.0,0.234,0.811,0.647,42,106000.0,598,1
THIN-001798,43,Freelancer,385,96100.0,200.0,0.133,0.845,0.882,18,154000.0,600,1
THIN-001799,36,Gig Worker,650,90200.0,28400.0,0.481,0.813,0.498,5,278000.0,449,0
THIN-001800,21,Shopkeeper,517,119600.0,20130.0,0.553,0.342,0.398,17,64000.0,408,0
THIN-001801,36,Gig Worker,15,36200.0,4290.0,0.57,0.884,0.63,48,156000.0,454,1
THIN-001802,22,Vendor,185,5000.0,10890.0,0.14,0.651,0.28,15,65000.0,472,1
THIN-001803,38,Gig Worker,37,64400.0,20420.0,0.494,0.379,0.766,33,172000.0,433,1
THIN-001804,24,Vendor,25,153100.0,2380.0,0.518,0.781,0.756,6,64000.0,401,0
THIN-001805,22,Gig Worker,414,78100.0,6410.0,0.315,0.67,0.393,8,118000.0,460,1
THIN-001806,23,Shopkeeper,640,83000.0,2790.0,0.5,0.85,0.602,40,176000.0,523,1
THIN-001807,22,Gig Worker,249,107300.0,12950.0,0.165,0.797,0.691,10,125000.0,546,1
THIN-001808,27,Freelancer,567,115400.0,200.0,0.208,0.606,0.539,14,28000.0,503,1
THIN-001809,44,Shopkeeper,421,90200.0,16770.0,0.088,0.478,0.534,25,50000.0,596,1
THIN-001810,36,Gig Worker,711,20000.0,11790.0,0.542,0.641,0.813,17,155000.0,457,0
THIN-001811,21,Gig Worker,260,143500.0,4970.0,0.207,0.825,0.918,47,150000.0,616,1
THIN-001812,59,Freelancer,447,5000.0,17330.0,0.29,0.936,0.668,46,198000.0,566,1
THIN-001813,37,Gig Worker,236,33900.0,200.0,0.189,0.754,0.921,48,219000.0,578,1
THIN-001814,55,Freelancer,388,30200.0,17310.0,0.013,0.721,0.787,40,70000.0,707,1
THIN-001815,22,Shopkeeper,241,158800.0,11740.0,0.189,0.785,0.714,49,106000.0,604,1
THIN-001816,47,Vendor,242,5000.0,14300.0,0.16,0.95,0.506,13,266000.0,521,1
THIN-001817,39,Freelancer,718,5000.0,1820.0,0.109,0.653,0.926,27,161000.0,599,1
THIN-001818,28,Vendor,69,188100.0,6510.0,0.335,0.927,0.635,28,203000.0,514,1
THIN-001819,29,Freelancer,711,18500.0,15540.0,0.312,0.62,0.749,47,181000.0,546,1
THIN-001820,23,Gig Worker,512,132700.0,2940.0,0.1,0.56,0.529,34,38000.0,615,1
THIN-001821,26,Shopkeeper,604,40600.0,4990.0,0.17,0.779,0.624,33,119000.0,600,1
THIN-001822,19,Gig Worker,221,63900.0,15960.0,0.097,0.801,0.458,55,95000.0,616,1
THIN-001823,50,Freelancer,203,140000.0,4750.0,0.195,0.695,0.514,54,81000.0,561,1
THIN-001824,49,Shopkeeper,506,5000.0,10140.0,0.128,0.383,0.714,54,249000.0,572,1
THIN-001825,20,Vendor,59,170700.0,10490.0,0.12,0.816,0.796,58,131000.0,620,1
THIN-001826,56,Freelancer,426,158300.0,400.0,0.188,0.818,0.749,55,190000.0,616,1
THIN-001827,52,Vendor,442,192900.0,11340.0,0.096,0.658,0.641,42,107000.0,654,1
THIN-001828,57,Gig Worker,617,5000.0,200.0,0.373,0.541,0.741,30,98000.0,467,1
THIN-001829,38,Gig Worker,722,61400.0,12260.0,0.334,0.905,0.68,32,5000.0,567,1
THIN-001830,19,Shopkeeper,192,5000.0,14220.0,0.428,0.835,0.536,4,87000.0,396,0
THIN-001831,20,Gig Worker,769,55800.0,15360.0,0.141,0.86,0.872,10,118000.0,597,1
THIN-001832,52,Vendor,201,84200.0,2820.0,0.242,0.65,0.642,49,78000.0,540,1
THIN-001833,29,Gig Worker,326,97200.0,17590.0,0.373,0.84,0.495,49,85000.0,539,1
THIN-001834,51,Vendor,317,62100.0,200.0,0.507,0.786,0.497,4,95000.0,395,0
THIN-001835,35,Freelancer,207,123300.0,16830.0,0.214,0.799,0.623,6,129000.0,506,1
THIN-001836,20,Freelancer,694,155800.0,11240.0,0.185,0.832,0.711,9,57000.0,566,1
THIN-001837,21,Shopkeeper,453,124200.0,19560.0,0.737,0.893,0.671,53,233000.0,521,0
THIN-001838,49,Gig Worker,770,33100.0,200.0,0.209,0.79,0.265,34,5000.0,534,1
THIN-001839,57,Freelancer,625,171100.0,9280.0,0.201,0.834,0.601,22,67000.0,582,1
THIN-001840,49,Freelancer,134,112500.0,12400.0,0.098,0.928,0.229,42,307000.0,600,1
THIN-001841,51,Vendor,791,5000.0,9270.0,0.521,0.766,0.802,58,13000.0,504,1
THIN-001842,41,Shopkeeper,169,20500.0,17670.0,0.082,0.888,0.808,45,73000.0,646,1
THIN-001843,59,Vendor,643,7900.0,680.0,0.197,0.897,0.601,41,278000.0,577,1
THIN-001844,33,Vendor,133,105800.0,3590.0,0.082,0.761,0.725,42,38000.0,628,1
THIN-001845,45,Gig Worker,531,90000.0,17730.0,0.299,0.703,0.576,48,45000.0,562,1
THIN-001846,36,Gig Worker,380,90300.0,19890.0,0.297,0.721,0.87,15,108000.0,536,1
THIN-001847,36,Shopkeeper,266,52800.0,1590.0,0.15,0.59,0.751,51,50000.0,583,1
THIN-001848,50,Vendor,84,145200.0,2160.0,0.309,0.595,0.744,15,212000.0,456,1
THIN-001849,22,Gig Worker,222,38800.0,21280.0,0.399,0.727,0.868,38,355000.0,530,1
THIN-001850,50,Shopkeeper,232,58900.0,9030.0,0.02,0.81,0.723,31,154000.0,674,1
THIN-001851,45,Shopkeeper,795,108300.0,10650.0,0.287,0.898,0.729,22,191000.0,565,1
THIN-001852,31,Shopkeeper,372,16900.0,3490.0,0.195,0.812,0.45,56,251000.0,568,1
THIN-001853,36,Gig Worker,477,116900.0,16470.0,0.192,0.738,0.68,33,201000.0,609,1
THIN-001854,19,Vendor,400,72400.0,5170.0,0.381,0.555,0.626,52,153000.0,519,1
THIN-001855,48,Gig Worker,549,84800.0,200.0,0.264,0.726,0.714,41,189000.0,563,1
THIN-001856,59,Vendor,66,74500.0,200.0,0.093,0.903,0.812,4,82000.0,535,1
THIN-001857,49,Vendor,194,92800.0,1690.0,0.185,0.801,0.814,5,185000.0,515,1
THIN-001858,23,Gig Worker,724,22200.0,200.0,0.139,0.891,0.884,13,14000.0,575,1
THIN-001859,20,Freelancer,269,121600.0,18460.0,0.29,0.715,0.798,54,286000.0,570,1
THIN-001860,55,Vendor,503,101000.0,200.0,0.172,0.427,0.489,14,48000.0,492,1
THIN-001861,45,Gig Worker,470,166500.0,200.0,0.394,0.769,0.808,20,159000.0,507,1
THIN-001862,51,Vendor,780,44300.0,12970.0,0.102,0.831,0.93,25,136000.0,653,1
THIN-001863,27,Shopkeeper,626,47100.0,8960.0,0.155,0.577,0.626,8,181000.0,527,1
